machine_age,runtime_hours,utilization,temperature,vibration,previous_failures,maintenance_gap,downtime_history,cycle_count,failure_occurred
7.3,1125.0,62.2,71.8,12.32,2,67.8,4.9,9695,1
4.6,3788.7,46.2,62.6,2.24,2,5.9,4.4,31892,1
6.7,1110.3,70.2,69.8,2.3,1,79.2,1.7,9648,0
1.5,2273.5,57.0,49.8,3.1,0,13.9,0.0,19413,0
2.7,3398.7,95.5,81.1,1.34,0,34.4,0.0,29377,0
5.9,1280.5,79.6,64.9,0.43,1,85.6,3.6,11063,1
2.3,3465.6,51.5,66.5,0.58,0,56.8,0.0,29097,0
3.8,2991.2,50.4,53.0,1.74,1,25.9,1.6,25772,0
6.3,3800.8,74.9,49.9,4.89,2,81.1,6.6,32090,1
4.2,225.0,87.8,58.3,0.24,1,35.8,2.7,2409,0
2.0,2531.7,57.5,64.5,1.0,0,75.6,0.0,21934,0
0.7,3859.3,61.3,61.2,1.08,1,48.7,1.8,32408,0
2.5,723.6,71.5,58.7,0.58,1,60.5,3.9,6492,0
3.2,741.0,95.3,73.7,7.68,1,80.7,2.1,5986,1
4.0,3617.9,92.9,62.2,0.94,3,13.7,8.1,31243,1
4.9,1323.5,73.6,61.5,1.54,2,51.5,3.1,11539,0
7.4,1209.4,45.6,58.0,0.23,1,51.0,2.0,10299,0
4.2,2472.1,48.3,61.8,0.92,1,59.4,3.0,21143,0
2.9,996.8,73.6,45.0,2.78,0,92.7,0.0,8745,0
7.9,481.8,64.9,60.4,0.74,2,61.7,5.7,3750,0
8.9,1920.4,51.7,58.0,1.29,1,20.0,2.3,15893,0
2.2,3076.2,63.5,56.4,1.16,1,81.0,2.2,25890,0
2.2,2631.4,50.0,67.6,0.22,2,36.8,5.5,21958,0
6.2,589.6,88.6,88.7,0.7,1,71.0,3.3,5063,0
2.7,1654.9,52.7,77.7,3.2,1,79.9,3.7,13976,1
6.4,3179.3,46.0,53.9,1.63,1,72.5,2.6,27201,0
2.6,2504.7,84.1,64.3,0.12,3,35.8,5.5,21625,0
4.8,909.1,51.7,67.9,1.6,2,41.2,3.1,7837,0
8.3,2638.8,66.1,69.4,0.03,2,52.9,4.0,22763,0
2.6,929.0,53.4,62.5,5.52,3,5.5,9.0,7904,0
1.0,1926.9,60.2,56.0,0.73,1,93.1,3.8,16452,0
8.9,1552.6,68.6,57.7,5.75,1,67.0,2.0,13036,1
2.6,217.7,91.7,59.9,0.16,2,14.0,5.2,1913,0
3.1,1813.0,61.6,62.5,4.44,0,26.1,0.0,15744,1
8.8,2834.7,59.4,46.7,0.29,1,79.3,2.4,23943,0
6.0,3056.1,62.3,61.0,1.59,2,28.1,5.1,26366,0
8.7,592.5,69.4,83.1,3.01,4,80.0,15.2,5027,0
3.7,803.7,76.1,50.4,0.39,2,7.7,6.0,6662,0
3.9,529.2,45.2,63.2,1.0,2,50.8,6.7,4696,0
4.4,868.5,69.6,67.5,1.88,1,10.8,3.9,7034,0
7.0,1756.8,54.6,89.8,1.09,2,15.1,5.0,15173,0
5.5,783.1,50.4,53.2,1.33,1,87.6,2.1,6275,0
1.9,544.6,87.3,40.5,5.42,1,29.7,2.1,4627,0
4.9,2743.3,86.2,64.0,2.23,0,15.4,0.0,23017,0
5.0,1441.8,85.1,93.5,2.14,2,29.4,7.7,12073,1
1.9,3457.7,76.1,69.0,2.72,3,18.3,8.8,29256,0
4.7,2488.4,46.7,70.5,1.42,3,15.6,7.4,21384,0
4.6,870.8,87.6,54.0,0.57,2,8.7,4.2,7790,0
5.4,1972.0,79.3,86.5,0.66,2,79.8,5.4,16436,1
6.4,3487.5,87.8,60.0,1.92,0,13.5,0.0,29998,0
2.6,3096.0,75.4,65.5,2.95,2,11.9,3.8,26652,0
7.3,2218.7,70.5,60.1,2.96,2,62.3,6.5,19257,1
5.6,1846.4,65.3,70.0,0.87,1,61.2,3.7,16033,0
6.8,1824.4,89.5,71.7,1.36,1,58.1,2.9,15617,0
8.3,3185.6,56.6,64.3,1.75,1,81.5,3.5,27081,0
3.9,3880.9,55.7,65.6,1.56,0,24.6,0.0,32790,0
4.8,2162.8,46.9,42.0,0.97,2,50.0,7.0,18327,0
3.2,1007.0,51.7,73.5,0.85,1,59.3,4.0,9023,0
2.8,285.1,89.2,52.0,3.23,3,70.6,7.2,2590,1
6.5,3894.0,47.3,66.8,0.18,0,43.8,0.0,33405,0
4.6,2924.7,64.2,77.6,2.73,0,17.9,0.0,24711,0
6.2,3346.9,55.2,57.8,1.49,1,60.9,3.7,28141,1
5.8,1697.7,53.6,66.5,0.64,2,61.6,4.2,14424,0
4.4,3225.1,56.5,55.0,4.22,2,30.2,4.7,27470,1
8.3,575.0,59.8,62.0,3.27,1,83.5,3.5,5140,0
5.8,2105.5,64.8,60.1,0.46,4,67.6,12.5,18066,0
2.4,745.6,96.9,64.6,1.0,2,86.5,5.0,6402,0
8.9,3883.3,83.0,58.9,0.28,0,79.3,0.0,33254,0
5.9,1401.7,68.9,72.5,0.48,1,64.7,2.9,12338,0
2.4,3112.1,64.5,62.9,0.33,2,31.2,7.0,26473,1
2.9,2628.7,55.6,70.2,1.15,2,64.5,5.9,22179,0
3.9,1306.3,82.6,74.6,1.9,1,37.9,2.2,10689,0
3.2,2281.2,86.0,70.9,3.16,4,70.0,12.0,19397,0
4.3,2190.7,66.1,63.6,2.27,3,87.1,6.6,19008,1
4.2,3047.7,78.9,82.4,1.43,1,23.4,3.2,25408,0
3.9,1351.8,72.3,56.8,1.87,4,7.9,9.6,11838,0
4.4,1233.0,59.5,66.6,1.07,3,74.4,8.2,10334,0
1.0,780.0,67.2,58.9,1.71,0,69.7,0.0,6614,0
4.9,814.8,50.8,75.2,1.6,2,32.6,3.5,7322,0
6.4,1963.2,85.1,54.8,1.58,0,85.1,0.0,16325,0
6.6,2875.1,82.1,62.6,1.48,2,91.1,3.7,24702,0
7.4,309.0,49.1,71.6,0.13,3,11.1,6.1,2134,0
7.4,3992.2,66.8,69.9,0.2,0,68.2,0.0,33683,0
1.6,3717.8,55.7,65.9,0.15,1,52.4,3.2,31592,0
3.6,306.1,96.6,85.9,0.38,2,17.7,6.8,2424,0
6.8,2997.1,59.6,57.1,3.71,2,70.4,4.1,25443,0
5.1,2511.6,73.9,61.1,1.37,2,92.7,3.5,21055,0
2.4,2576.7,47.1,51.9,0.35,1,83.8,3.5,21583,0
0.8,1380.0,87.7,53.3,1.04,0,40.4,0.0,11579,0
5.3,3403.0,85.3,63.5,1.95,1,60.2,2.4,28543,0
6.8,3854.4,64.8,76.7,0.73,0,30.4,0.0,32421,0
4.4,3419.0,94.7,66.4,1.0,1,19.1,3.9,29071,0
4.6,3176.2,88.8,67.1,3.63,3,11.6,7.1,27121,1
1.8,1313.7,46.7,75.8,2.45,1,67.9,3.6,10686,0
8.5,1664.0,94.7,56.1,0.43,0,85.7,0.0,14598,0
7.7,2712.1,88.8,57.9,0.42,2,64.4,7.2,23027,0
8.8,783.3,94.1,87.0,3.78,1,52.4,1.5,6654,1
8.4,533.4,69.3,68.4,5.3,3,38.0,5.2,4819,1
6.2,1558.9,69.6,78.7,0.43,1,11.8,3.0,12939,0
8.1,2230.4,52.1,67.5,0.1,0,47.4,0.0,19099,0
5.9,1738.5,69.6,59.1,0.29,1,31.5,3.3,14960,0
2.1,1538.7,51.7,75.7,1.4,1,5.0,1.6,13011,0
8.1,3977.2,67.1,64.1,2.03,0,32.0,0.0,33781,0
1.3,1762.6,63.6,62.8,1.39,1,76.2,1.6,14925,0
8.6,2380.9,53.4,40.4,1.17,0,50.1,0.0,20481,0
1.2,3580.5,77.7,69.1,0.68,0,61.9,0.0,30842,1
0.8,3807.3,96.1,72.2,3.65,0,26.5,0.0,31906,1
7.3,1333.5,71.1,55.1,2.79,1,6.0,2.9,10959,0
2.7,2761.9,79.2,50.6,0.56,1,21.3,3.0,23793,0
6.1,2317.2,48.4,72.2,1.75,2,64.4,5.1,19205,0
1.5,1638.6,58.9,63.8,0.8,1,62.2,3.6,13651,0
6.0,2345.6,64.4,42.4,1.85,0,38.3,0.0,19458,0
6.1,3085.0,51.0,51.9,1.53,3,39.9,6.6,26428,0
2.1,1603.7,90.3,57.8,2.41,2,9.5,3.6,13248,0
6.1,2483.2,79.3,75.8,0.42,3,10.3,9.4,21347,0
5.4,426.2,95.9,72.9,0.21,0,9.0,0.0,3220,0
8.1,1188.8,78.3,63.8,0.62,1,16.7,3.7,10269,0
8.5,3781.0,74.2,60.3,1.23,2,89.0,4.2,31948,1
7.4,576.4,69.1,57.5,0.95,1,50.9,3.9,5377,0
4.9,1284.9,97.8,63.7,0.58,1,36.4,1.7,11165,0
5.4,1288.7,88.2,71.8,0.48,3,43.2,5.9,10475,0
8.8,1016.4,94.6,67.7,0.41,2,57.4,4.6,8522,0
4.1,2723.6,85.7,70.5,5.02,0,6.3,0.0,23241,1
2.7,2777.7,76.9,62.8,0.33,2,66.5,3.6,23578,0
0.9,1485.6,53.0,79.4,0.29,0,76.4,0.0,12471,0
7.5,3386.5,83.4,76.0,0.51,1,24.3,2.9,28964,1
1.0,3179.8,90.6,51.8,3.36,2,22.8,5.1,26815,0
4.9,842.6,87.7,84.4,0.28,2,37.5,5.4,7510,0
5.9,3215.1,45.8,80.3,1.29,2,57.1,6.3,27684,0
2.3,1973.9,97.0,69.5,1.46,3,32.4,9.3,16710,0
7.0,1386.1,82.2,44.6,0.96,2,36.7,4.1,11826,0
7.4,1057.2,76.7,64.4,0.24,4,79.5,7.0,9164,0
7.2,3836.1,92.8,62.1,0.82,0,13.8,0.0,33098,0
5.8,1989.9,80.1,56.4,5.65,1,49.4,4.0,16801,0
1.4,736.5,91.4,54.3,0.88,1,78.7,2.4,6609,0
3.5,691.6,52.7,54.1,2.56,0,28.4,0.0,5733,0
7.8,3468.6,66.9,80.8,2.49,2,68.3,4.7,29313,1
5.2,1568.6,73.6,77.5,0.94,1,56.5,2.9,13216,0
7.3,1266.6,91.2,67.9,2.67,3,18.9,6.7,10880,0
8.2,1761.9,90.0,72.6,0.52,1,28.2,2.7,15422,0
5.9,1825.3,47.5,57.5,3.87,2,15.1,6.5,15837,0
2.9,1202.2,72.6,65.1,6.18,4,79.7,8.7,10062,1
4.8,3404.6,73.0,61.5,1.49,2,72.8,7.5,28949,0
8.3,2642.0,80.7,59.6,2.3,1,80.8,2.2,22853,0
4.1,2568.1,66.3,64.3,4.17,3,71.3,5.5,22167,1
8.5,3490.6,49.0,77.5,0.27,2,16.6,5.8,29219,0
7.4,3184.4,45.8,65.7,9.34,1,17.1,3.2,27214,1
4.5,2734.9,71.2,58.9,2.02,5,20.6,17.7,22960,0
0.7,3700.8,76.2,59.9,8.63,1,9.6,3.9,31413,1
6.3,3523.1,80.2,78.7,1.49,2,14.9,3.4,29820,0
5.7,3840.5,62.5,66.9,0.45,2,50.7,3.3,32465,0
7.6,2975.2,69.5,80.9,4.32,2,85.9,7.0,25691,1
6.2,3006.2,84.3,62.0,0.55,3,90.5,5.9,25466,1
7.8,3047.7,63.7,65.0,2.06,0,39.4,0.0,25643,0
6.3,1263.8,57.8,47.2,2.17,1,89.5,2.2,10640,0
2.6,1026.4,61.0,67.1,3.59,3,29.0,5.1,8555,0
1.0,535.3,58.9,52.0,0.23,1,11.1,2.3,4122,0
3.8,1441.7,51.7,48.8,0.46,2,6.4,6.1,12010,0
6.5,700.1,68.5,73.5,6.84,2,5.8,6.7,6450,1
8.9,738.5,60.7,85.7,0.34,2,86.6,5.7,6242,0
1.4,3140.3,57.9,72.1,4.18,3,79.5,7.6,26367,1
2.6,1069.1,60.0,49.4,0.36,3,74.3,5.5,9158,0
5.0,1429.8,86.9,68.0,0.35,2,89.7,5.0,12605,0
6.1,233.5,66.2,69.9,4.36,1,40.9,3.6,2062,0
7.5,3648.4,51.2,64.6,0.12,1,77.9,3.3,31201,1
8.2,1019.1,78.3,72.4,0.11,0,5.9,0.0,8791,0
3.0,3435.5,50.4,61.2,3.32,2,39.8,3.6,29382,1
5.8,1048.0,65.6,50.9,3.5,1,59.7,3.1,8498,0
2.7,1975.1,86.2,50.1,1.83,2,57.9,6.5,17113,0
6.3,1352.2,68.1,58.9,4.07,3,7.3,5.3,11654,0
8.6,1857.0,67.8,76.1,1.16,0,74.6,0.0,15459,0
1.3,3891.1,78.5,72.4,7.67,2,8.7,3.2,33039,1
4.9,1444.5,62.8,54.5,2.62,2,93.4,5.9,12751,1
6.7,3303.2,47.8,69.2,1.56,2,67.4,3.3,28394,1
1.7,1245.4,78.6,61.4,3.26,1,55.5,2.2,10487,0
7.3,3712.2,85.3,55.2,1.04,1,72.2,3.0,31955,0
7.0,2801.8,59.1,70.6,4.51,1,83.5,3.1,23625,1
1.5,390.9,85.0,67.2,0.48,0,40.8,0.0,2991,0
2.1,2780.6,49.4,53.6,0.39,1,20.6,2.4,23464,0
1.1,3469.7,88.3,66.8,2.61,2,16.2,3.2,29931,0
8.3,1235.9,93.1,76.2,5.42,1,69.7,2.3,10759,1
4.9,664.8,60.5,64.9,0.54,1,77.8,3.5,5649,0
2.4,1966.7,45.5,71.2,0.3,5,85.2,19.3,16712,1
4.0,1470.0,56.3,65.4,1.73,2,76.7,3.9,12109,0
3.9,427.3,63.8,70.7,0.81,0,61.9,0.0,3778,0
4.9,2928.3,92.5,78.4,2.67,3,83.3,4.8,25048,0
2.0,2714.8,88.7,57.9,1.52,1,13.9,1.8,22837,0
6.8,2376.4,85.5,49.0,0.13,1,81.5,3.3,20568,1
6.6,2252.0,88.7,96.2,0.1,1,6.8,1.7,19599,0
7.9,3846.8,95.0,70.5,3.84,2,62.5,5.4,32296,1
5.3,3479.7,77.3,48.9,1.12,1,45.2,3.1,29510,0
2.9,1087.9,63.2,85.1,3.7,1,39.6,1.8,9651,0
8.8,1520.6,89.3,62.4,0.06,1,44.9,3.5,12673,0
7.7,2072.5,88.9,63.5,0.84,1,87.5,3.7,18100,0
7.5,1776.8,69.1,61.0,0.45,2,37.2,8.0,14986,0
5.8,3247.1,48.7,69.0,1.74,0,52.4,0.0,27407,0
8.4,2900.5,94.7,69.4,1.86,1,31.7,2.4,24481,0
4.3,2640.7,61.5,62.5,0.15,2,46.0,7.5,22504,0
4.8,1311.8,63.8,90.9,2.09,1,75.1,3.2,11132,0
3.9,605.0,88.5,84.1,0.43,1,6.5,1.9,5019,0
2.2,3105.6,85.8,68.9,0.98,2,69.7,4.1,26686,0
1.6,653.4,53.7,68.6,3.98,2,24.7,7.1,5262,0
6.2,3609.1,74.4,74.5,3.2,5,5.7,8.8,31035,1
2.3,1076.1,76.8,80.1,1.55,1,73.8,3.8,8699,1
6.0,3256.9,86.9,70.9,0.44,0,60.4,0.0,27765,0
7.3,2863.0,48.2,68.4,0.21,1,7.6,3.8,24726,0
7.1,382.3,60.1,78.3,0.02,1,94.9,3.2,3155,0
5.6,2638.5,88.3,71.3,0.61,2,36.4,5.6,22863,0
5.4,818.7,52.9,82.7,2.5,1,39.6,3.8,7004,0
3.3,701.9,70.1,65.2,2.82,2,66.5,6.8,5538,0
7.5,1995.7,74.7,74.8,0.03,0,19.6,0.0,16903,0
7.1,1495.7,84.7,76.8,1.05,1,91.8,3.4,12233,0
7.1,766.9,49.0,74.6,1.73,1,24.1,1.6,6535,0
5.1,3796.7,52.6,50.1,0.0,0,46.6,0.0,32352,0
3.5,1377.9,64.9,53.7,2.66,1,50.1,3.9,11232,0
4.3,2626.1,56.2,68.8,4.82,2,79.6,4.9,22074,0
1.3,3783.0,69.3,65.2,2.55,0,49.7,0.0,32438,1
4.1,1792.5,50.5,67.2,1.05,2,91.5,3.2,15327,0
7.0,2920.6,83.5,65.5,2.75,0,6.1,0.0,25037,0
8.5,3113.1,96.3,58.0,4.77,3,75.9,5.6,26194,1
7.5,3280.8,71.3,77.2,0.67,0,48.4,0.0,28177,0
1.1,2620.3,89.2,68.0,1.97,1,87.0,2.2,21996,0
8.8,2708.6,78.1,68.5,0.3,1,52.0,2.8,23127,0
7.9,1888.3,82.1,52.1,1.82,0,61.0,0.0,16449,0
1.8,510.4,60.6,75.1,1.87,0,25.4,0.0,3934,0
1.3,2377.3,66.1,81.0,0.63,1,42.0,2.0,20405,1
8.6,541.3,95.0,70.0,4.38,0,20.9,0.0,4345,0
5.4,307.1,65.3,74.2,0.51,3,38.1,10.4,2181,0
4.1,1392.1,96.6,66.8,0.03,2,19.3,5.6,12077,0
8.5,940.0,48.5,70.6,1.86,3,93.0,11.4,7653,0
5.2,1881.6,97.2,66.6,0.41,2,40.4,7.8,16255,0
2.4,1816.2,86.0,59.3,3.09,1,13.6,1.6,15486,0
1.2,2973.3,71.4,71.0,2.36,1,59.1,2.0,25588,0
2.4,2575.6,95.1,75.9,0.15,0,80.9,0.0,21432,0
4.5,2363.9,71.9,66.3,7.42,1,91.0,1.5,20369,1
7.0,3764.2,65.6,67.0,0.5,1,20.4,3.2,31863,0
4.4,2261.8,52.5,71.5,0.59,0,73.4,0.0,18766,0
2.5,852.9,97.0,68.5,0.62,1,78.7,2.8,6828,0
8.1,819.5,83.5,80.8,2.25,0,21.1,0.0,7399,0
5.8,245.9,82.7,61.6,1.66,2,28.5,8.0,1746,0
6.7,2795.4,57.1,71.5,0.37,2,32.0,7.7,23768,0
8.6,2684.7,95.8,53.9,0.2,3,29.4,7.6,23046,0
6.9,619.8,93.5,70.5,0.22,1,48.8,1.5,5656,1
7.1,1988.2,72.8,48.6,0.42,2,26.4,3.3,16465,1
2.4,2782.7,61.8,56.3,1.54,2,57.6,4.4,23661,0
8.2,3112.3,71.1,61.3,6.06,1,13.6,2.9,26814,0
5.6,1695.1,79.5,60.1,1.16,3,16.2,10.9,14741,0
5.5,3642.2,93.3,79.6,2.75,0,70.7,0.0,31352,1
6.1,2518.9,86.2,58.1,2.2,1,94.3,3.0,21621,0
7.0,3057.9,79.8,65.8,10.97,3,46.1,11.8,25524,1
4.6,205.6,92.7,55.1,3.09,1,78.9,3.5,2029,0
1.2,1365.7,46.9,56.3,1.25,1,31.9,2.7,11443,0
6.0,2759.1,88.9,68.8,2.09,0,14.9,0.0,23184,0
1.7,941.6,86.1,72.0,0.55,1,66.0,3.3,7865,0
2.5,2829.2,83.7,62.5,0.24,0,35.1,0.0,24452,0
8.8,3278.6,91.7,60.7,4.77,3,88.9,7.3,27409,1
5.4,3296.5,49.0,51.3,4.2,0,80.9,0.0,27545,1
3.3,2580.8,52.0,71.6,1.04,0,82.0,0.0,21792,0
8.3,3498.4,92.4,67.3,0.67,3,43.5,8.6,29592,0
5.9,2821.1,57.2,66.6,6.29,1,72.5,1.9,23542,1
5.2,918.1,63.5,64.1,0.3,2,25.8,5.8,7689,0
4.2,2419.9,95.1,66.8,8.16,0,80.1,0.0,20663,1
3.9,803.7,75.4,51.5,1.4,4,17.2,11.5,6512,0
8.7,1571.1,68.1,67.0,0.99,2,10.8,7.2,13041,0
3.7,2542.5,49.1,76.1,1.17,4,55.9,14.3,21332,0
5.5,2956.9,49.2,59.3,2.62,2,29.7,7.8,25398,0
3.6,2667.0,77.4,63.9,0.62,3,94.8,9.7,22946,0
8.2,2272.8,81.1,65.4,0.18,2,71.4,3.1,19744,0
3.5,606.9,79.9,64.8,0.57,1,9.6,1.5,5277,0
2.5,2657.2,91.9,60.1,0.58,2,38.8,5.5,22818,0
8.9,2801.3,64.8,50.0,2.63,1,58.5,1.6,23709,0
3.9,3375.3,96.7,30.0,1.68,0,39.2,0.0,28792,0
5.9,3187.1,87.4,60.4,3.69,1,93.9,3.9,27165,0
2.7,1780.9,54.8,71.9,1.32,1,65.6,1.8,14699,0
4.0,1415.0,58.7,55.2,0.93,1,66.6,1.9,11881,0
8.5,1826.3,81.6,60.3,1.66,0,89.6,0.0,15068,0
3.4,552.4,77.9,77.3,0.01,1,64.3,3.3,4367,0
1.8,1137.9,53.9,50.4,2.02,2,82.5,3.9,9532,1
1.7,2730.0,81.7,70.6,5.49,2,13.9,5.7,23020,1
2.3,3385.1,98.0,84.2,0.7,4,25.6,12.2,28977,0
2.3,3425.2,67.3,67.2,3.58,2,17.1,3.4,28715,0
3.4,632.0,91.8,50.3,1.72,2,33.6,5.2,5482,0
7.6,3620.5,69.9,73.0,2.46,0,11.1,0.0,30421,0
1.8,3447.2,75.6,78.3,0.83,0,58.2,0.0,29544,0
5.1,768.5,86.7,54.7,1.14,3,12.5,9.7,6222,0
1.7,1462.5,59.9,57.9,2.4,5,31.7,11.3,12672,0
8.3,2232.2,60.9,57.9,5.95,2,28.7,5.6,19324,1
1.4,483.0,71.9,75.5,3.89,0,24.1,0.0,4431,0
7.2,693.2,66.1,80.7,5.44,1,65.2,3.9,6089,0
4.1,566.6,54.0,72.7,7.3,1,91.0,2.7,5152,1
1.4,2539.2,97.9,59.4,0.84,2,78.6,3.2,21169,1
6.3,2197.3,91.4,51.1,1.24,0,77.5,0.0,19113,0
1.9,2074.6,47.7,65.0,0.44,0,31.6,0.0,17528,0
5.4,2899.3,80.8,59.5,0.9,0,50.0,0.0,24612,0
1.3,3786.9,84.4,53.7,4.06,0,53.2,0.0,32085,1
2.4,3626.9,72.7,54.6,3.04,4,59.2,12.7,30826,0
2.1,1470.8,81.4,61.3,5.97,4,17.8,11.2,12254,0
2.8,1076.6,78.1,49.3,1.29,0,16.7,0.0,9134,0
4.5,1162.0,56.9,63.8,0.09,2,41.8,7.3,9734,0
5.0,1724.9,78.9,69.1,1.15,0,78.3,0.0,14625,0
6.5,1761.0,84.0,68.6,3.15,2,19.7,4.7,15008,0
8.6,3609.1,46.7,56.2,1.49,1,52.2,2.5,30374,0
8.9,1588.1,74.3,72.9,3.6,0,86.0,0.0,13094,0
3.8,2216.8,79.6,61.4,0.1,1,29.0,1.6,18429,0
8.2,778.5,58.2,68.9,0.64,3,92.6,7.8,7070,0
5.0,3258.1,83.3,66.3,1.74,3,57.9,11.0,27847,0
8.1,3053.6,83.0,68.4,2.23,1,33.0,3.4,26333,0
3.7,1615.6,66.6,49.5,0.85,2,44.5,4.1,13261,0
2.3,1920.4,59.7,85.6,4.53,1,30.5,2.5,16468,1
7.8,489.2,92.7,71.6,5.37,2,68.6,4.0,4554,1
3.3,3687.1,45.7,61.6,2.17,3,52.0,9.9,31476,0
0.6,429.7,51.3,51.9,0.76,0,43.3,0.0,3931,0
3.8,2143.1,95.5,66.7,0.28,2,92.5,7.8,18099,0
1.7,2784.4,55.2,65.1,0.51,2,42.3,4.1,23850,0
7.7,1215.0,65.8,74.7,0.19,1,84.6,1.7,10656,0
1.3,968.8,50.4,51.4,1.32,1,46.5,2.5,8074,0
8.1,272.1,86.1,58.4,0.98,1,15.3,2.2,2634,0
6.8,1297.7,91.8,50.9,1.01,0,93.7,0.0,11098,0
3.7,3815.7,89.7,55.9,2.61,1,48.5,3.8,32104,0
4.1,719.8,90.0,64.0,6.29,1,40.1,3.5,5629,1
6.5,1741.4,62.5,67.2,0.3,1,68.8,3.3,15091,0
5.8,879.7,95.2,68.9,2.02,0,21.8,0.0,7453,0
2.9,2700.1,54.4,70.8,1.78,0,94.0,0.0,23168,0
3.0,873.8,54.4,65.5,3.52,2,84.6,5.4,7365,0
3.6,2198.8,77.0,74.5,0.69,1,72.8,1.8,18378,0
2.1,2577.8,96.4,64.2,1.33,0,33.9,0.0,21763,0
7.1,2104.5,86.5,66.8,2.09,0,29.6,0.0,18043,0
7.3,2031.8,91.7,45.1,2.4,1,65.1,3.7,16949,0
1.5,1261.9,81.4,67.3,4.16,1,72.4,3.8,10317,0
8.3,970.6,94.5,59.1,1.35,0,45.5,0.0,8032,0
4.6,2031.5,49.7,64.1,3.1,2,87.0,6.8,16874,0
0.7,305.5,72.9,79.1,0.18,3,34.2,7.3,2577,0
5.4,1855.9,95.2,66.1,1.86,0,25.1,0.0,15974,0
5.3,3752.1,63.3,72.0,0.37,2,29.1,7.5,32238,0
0.8,1897.3,54.6,61.9,0.19,1,41.1,1.9,16315,0
5.1,3137.8,95.4,54.6,2.16,0,13.0,0.0,26386,0
8.8,3315.6,89.9,68.3,2.45,2,58.1,4.4,27795,0
3.5,2416.2,74.6,74.9,1.41,0,44.6,0.0,20353,0
4.7,3478.4,79.7,70.1,1.13,4,45.9,14.6,29167,1
5.2,2677.0,53.1,71.7,1.15,0,59.2,0.0,22992,0
8.9,2719.2,88.2,65.8,0.82,3,43.6,8.7,23452,0
1.5,1133.1,46.4,78.2,0.01,1,86.4,2.5,9694,0
8.6,3669.1,48.0,80.0,0.66,3,14.9,6.8,30713,0
0.9,3046.1,47.8,73.3,0.52,4,42.4,14.0,25687,1
6.1,1683.9,52.2,56.3,4.08,3,51.0,9.6,14226,0
2.7,1852.0,56.1,82.3,0.07,2,22.6,5.3,15908,0
1.0,2172.4,88.4,64.1,1.96,0,26.2,0.0,18918,0
4.6,1719.7,92.6,62.1,0.13,4,42.1,9.5,14721,0
7.5,1783.1,83.0,74.4,1.36,0,16.1,0.0,14815,0
6.0,2197.3,46.9,79.0,0.11,0,18.8,0.0,18521,0
0.9,2614.2,79.6,58.8,1.2,1,78.6,1.8,22136,0
4.5,3473.1,56.6,71.9,0.2,1,11.7,2.6,29241,0
2.7,552.0,74.7,77.9,2.99,1,79.9,2.1,5184,1
2.3,3164.1,55.3,54.5,2.16,4,24.6,11.1,27044,0
5.3,1782.4,72.8,65.0,0.53,2,10.1,4.7,14744,0
6.1,1664.3,91.2,71.3,1.31,1,61.2,3.5,14289,0
6.2,1687.9,69.5,62.8,1.7,1,45.8,3.0,14254,0
7.5,312.8,60.7,71.5,3.01,3,24.9,10.8,3062,0
1.0,543.2,58.9,65.6,1.09,2,67.5,7.6,4330,0
6.4,255.0,57.3,81.1,1.68,2,65.8,4.3,2056,0
6.2,543.0,55.9,63.1,0.42,3,9.7,11.7,4283,0
8.3,2851.6,56.6,63.6,0.68,0,60.1,0.0,24463,1
7.5,3007.1,52.5,77.7,1.23,0,12.9,0.0,25216,0
7.6,2526.1,77.0,51.1,1.17,3,24.3,4.9,21630,0
1.4,1585.2,54.5,68.6,2.07,0,27.7,0.0,13689,0
8.9,2987.6,72.4,63.6,2.94,1,52.7,2.9,25345,1
2.4,1268.0,45.5,67.5,2.11,3,69.1,7.2,11132,0
8.2,220.8,60.8,70.5,0.26,2,70.1,4.3,2230,0
3.6,2564.5,77.1,75.0,3.64,6,24.1,22.7,22020,1
3.4,2807.1,70.3,67.7,0.15,0,72.1,0.0,23867,0
6.9,834.7,50.2,80.2,0.29,3,12.2,6.4,6827,0
4.7,2416.3,51.5,70.7,3.96,4,30.8,8.4,20554,1
2.4,2858.7,46.6,60.8,2.1,2,93.4,3.3,24482,0
7.5,3200.5,87.4,83.9,0.18,1,7.3,2.0,27183,0
2.4,629.4,79.2,65.4,2.11,4,82.4,15.7,4979,0
7.2,2226.7,66.7,67.1,1.92,1,94.3,3.1,19299,0
6.0,3394.8,60.2,76.6,1.75,0,30.0,0.0,28957,0
8.6,1063.3,61.2,82.6,0.07,3,28.9,6.2,8888,0
6.0,3186.6,75.9,56.6,0.02,3,73.6,4.8,26691,0
4.5,3301.3,81.0,57.5,0.3,1,16.1,2.2,28289,0
7.6,1984.2,62.1,81.4,1.31,0,88.0,0.0,17304,1
7.1,2231.8,71.8,58.1,0.14,1,85.2,2.8,18823,1
6.3,1258.1,47.9,63.2,0.02,0,67.9,0.0,11059,0
1.3,3087.1,72.8,85.9,0.66,1,64.6,2.4,26454,0
6.0,3213.0,78.5,46.7,0.23,2,82.6,5.9,27289,1
3.8,2634.5,49.8,51.5,1.11,3,8.9,11.7,22821,0
1.3,989.8,54.7,50.4,2.14,1,72.0,2.0,8737,0
3.4,244.9,97.3,66.0,1.7,1,67.9,2.2,2569,0
6.8,3890.1,50.6,55.4,0.13,1,82.1,3.4,32941,1
