machine_id_enc,process_seq,product_type_enc,material_type_enc,quantity,operator_experience,shift_num,historical_machine_utilization,historical_cycle_time,setup_time,previous_downtime,worker_skill,machine_age,batch_size,actual_processing_time
7,3,4,5,75,8.4,3,63.7,70.0,15.0,2.8,3,5.1,75,107.7
11,1,7,5,100,9.0,3,47.1,50.0,15.0,1.8,3,5.2,100,87.5
12,5,4,3,100,6.2,3,43.9,75.0,15.0,0.9,3,4.4,100,121.9
11,4,3,5,25,1.5,2,73.9,75.0,10.0,0.3,3,1.6,25,63.4
5,4,1,4,75,1.1,2,76.6,50.0,10.0,0.9,2,2.1,75,78.4
1,4,10,2,100,5.7,2,75.5,70.0,25.0,1.8,3,2.4,100,99.5
5,5,5,2,25,5.8,2,73.2,45.0,10.0,10.2,3,3.5,25,28.9
1,1,9,3,100,4.8,1,87.8,60.0,20.0,2.7,3,2.7,100,95.5
5,1,1,5,100,8.2,2,69.9,65.0,20.0,0.1,1,5.9,100,129.5
13,1,2,1,150,11.5,1,84.4,75.0,15.0,1.8,2,2.5,150,120.9
8,5,7,1,150,10.5,1,76.8,60.0,25.0,2.7,2,1.5,150,98.1
4,2,1,1,100,3.1,1,41.2,75.0,15.0,1.4,4,2.6,100,99.2
12,1,10,1,75,4.2,2,67.8,55.0,25.0,2.0,3,5.1,75,69.1
13,2,7,5,75,10.1,2,67.5,65.0,20.0,0.3,4,6.7,75,98.6
9,1,1,2,75,7.3,2,81.2,65.0,15.0,0.9,2,7.6,75,85.6
2,2,8,4,25,7.8,1,77.2,55.0,10.0,0.4,3,6.7,25,44.5
14,3,5,1,150,10.8,1,85.1,70.0,15.0,0.7,3,1.6,150,108.9
13,3,4,1,75,5.0,1,77.2,55.0,10.0,1.0,3,2.2,75,60.0
13,3,1,1,100,2.7,3,42.6,50.0,10.0,0.2,5,2.1,100,65.0
2,2,5,1,50,10.2,3,50.3,75.0,15.0,2.5,3,2.7,50,60.7
9,3,4,5,100,9.1,3,64.1,65.0,25.0,0.3,3,4.4,100,115.4
9,2,2,5,75,6.1,1,69.0,70.0,20.0,2.7,4,7.4,75,108.4
2,5,7,3,50,5.7,1,64.1,65.0,10.0,2.1,3,1.4,50,73.5
8,2,5,3,75,9.8,3,84.4,60.0,25.0,0.2,4,1.7,75,71.0
14,5,5,1,25,8.2,3,75.4,50.0,15.0,3.1,3,6.3,25,33.8
11,2,8,4,50,11.2,1,93.1,65.0,10.0,0.1,5,4.5,50,66.0
3,3,7,2,75,2.4,2,79.5,65.0,15.0,2.0,2,7.1,75,90.4
11,3,10,4,25,3.7,1,45.5,70.0,20.0,1.2,3,6.5,25,59.8
3,4,3,1,150,4.3,3,53.0,70.0,15.0,0.1,5,2.2,150,106.5
13,3,2,4,75,2.5,2,71.2,50.0,25.0,0.1,3,5.8,75,80.0
3,3,8,4,75,0.5,2,58.8,75.0,15.0,1.2,3,6.0,75,117.7
12,5,8,2,75,5.8,1,64.5,60.0,25.0,0.0,5,1.5,75,66.4
12,1,4,1,100,6.5,2,81.2,70.0,10.0,3.2,4,2.0,100,85.3
7,3,9,1,50,3.7,3,86.2,65.0,20.0,0.6,3,6.9,50,65.8
13,5,10,3,50,4.4,3,81.2,65.0,10.0,4.0,3,2.7,50,67.8
7,3,6,5,150,8.3,3,70.2,60.0,10.0,0.8,3,6.0,150,137.4
3,4,6,1,100,2.6,1,42.1,65.0,10.0,1.7,3,3.4,100,94.7
10,1,7,1,75,1.7,1,65.3,75.0,10.0,1.3,3,5.4,75,93.6
11,3,2,1,50,5.2,2,70.6,55.0,15.0,4.0,2,3.8,50,50.1
4,2,4,5,25,2.9,2,78.1,45.0,15.0,3.0,3,3.8,25,35.7
3,3,2,5,75,10.5,2,46.5,60.0,10.0,0.5,3,6.4,75,89.6
2,2,7,5,25,10.6,3,43.0,50.0,10.0,1.3,3,3.3,25,34.5
12,2,2,2,100,4.6,3,73.0,55.0,20.0,4.2,4,4.5,100,84.1
4,4,9,4,50,5.8,1,68.2,55.0,20.0,1.0,4,3.4,50,62.0
2,5,1,1,75,9.7,1,67.0,60.0,20.0,1.8,3,2.4,75,64.5
3,3,7,5,100,1.0,1,47.2,45.0,20.0,0.8,3,7.1,100,93.5
6,3,3,1,25,7.5,1,77.4,75.0,10.0,0.2,3,5.4,25,44.9
4,3,1,4,75,10.3,3,74.6,45.0,25.0,2.6,4,5.0,75,60.2
8,1,7,3,150,7.2,2,88.9,75.0,25.0,1.5,5,1.7,150,128.5
14,4,10,3,150,4.5,3,43.5,75.0,20.0,0.1,4,4.5,150,144.6
2,4,7,3,50,9.3,1,54.4,75.0,25.0,3.4,2,0.7,50,80.3
3,2,5,3,75,3.5,3,89.8,55.0,20.0,0.3,5,6.2,75,78.0
10,5,6,5,150,9.2,3,52.1,60.0,25.0,2.3,4,3.9,150,124.3
9,5,2,2,25,11.6,3,51.5,60.0,20.0,3.6,2,5.9,25,41.7
10,3,1,2,25,5.2,1,45.1,75.0,20.0,0.1,3,6.8,25,55.1
7,2,6,2,100,10.8,2,53.7,60.0,15.0,0.8,2,3.5,100,79.5
5,4,8,3,100,7.9,2,83.7,45.0,20.0,2.9,4,2.5,100,65.7
7,1,1,2,50,10.7,3,64.8,70.0,10.0,1.8,1,7.0,50,78.2
11,1,3,1,25,11.5,3,84.1,45.0,20.0,0.6,2,4.1,25,33.1
4,4,5,5,25,0.6,3,58.3,45.0,25.0,1.3,3,3.6,25,43.2
10,2,7,1,50,7.5,3,69.3,50.0,10.0,4.5,3,6.3,50,47.6
4,3,1,2,100,3.3,1,64.4,70.0,10.0,5.6,3,7.3,100,111.8
4,2,1,4,75,9.8,2,61.2,55.0,25.0,3.6,5,3.7,75,68.4
2,2,6,3,50,8.1,2,58.2,50.0,20.0,0.6,4,5.0,50,47.4
2,5,5,3,25,0.8,3,40.0,65.0,20.0,4.1,4,2.3,25,49.8
5,5,4,5,75,5.1,1,78.0,55.0,15.0,3.1,3,3.5,75,89.5
10,1,5,2,75,11.1,3,60.1,55.0,20.0,1.7,2,7.2,75,70.6
3,2,2,4,75,8.3,3,93.0,50.0,10.0,0.8,3,3.3,75,70.9
7,3,3,5,75,7.6,2,50.9,55.0,20.0,1.6,5,7.9,75,78.0
8,1,7,1,75,1.3,1,58.7,60.0,10.0,1.1,2,3.0,75,76.0
12,2,6,1,50,4.4,2,52.7,70.0,25.0,2.1,3,5.7,50,72.0
11,3,1,2,150,4.8,1,82.4,45.0,25.0,4.4,3,7.1,150,89.4
4,5,1,4,50,7.0,2,93.8,65.0,15.0,4.0,4,1.7,50,69.8
10,3,9,2,75,1.9,2,63.3,60.0,20.0,0.6,3,2.9,75,75.8
14,5,5,4,50,0.6,2,77.3,50.0,10.0,0.9,3,3.2,50,61.6
3,4,7,4,100,11.8,2,51.2,60.0,10.0,8.3,2,1.9,100,96.1
7,1,8,5,75,9.2,3,84.9,75.0,15.0,1.6,3,5.1,75,111.6
14,3,7,5,50,10.7,2,68.0,75.0,10.0,0.8,1,3.0,50,98.1
9,3,7,2,75,10.2,1,41.0,65.0,25.0,1.1,5,5.7,75,71.3
3,5,8,2,50,10.0,3,66.4,70.0,25.0,0.4,2,4.9,50,71.4
6,3,3,3,75,7.6,3,54.9,65.0,15.0,1.4,3,2.7,75,85.5
12,3,4,1,25,5.6,2,51.6,65.0,25.0,1.8,3,7.3,25,44.3
15,5,5,5,50,9.5,3,55.7,55.0,10.0,0.9,4,6.7,50,60.4
7,2,5,1,100,10.5,2,75.6,70.0,25.0,0.1,4,4.6,100,84.7
12,3,9,5,150,1.1,1,95.0,45.0,25.0,0.4,3,4.4,150,114.2
12,1,7,3,25,6.0,3,61.8,75.0,15.0,1.3,3,1.8,25,57.9
11,3,7,3,50,4.2,3,43.7,45.0,15.0,1.2,3,5.8,50,50.5
14,5,6,3,75,8.7,1,43.5,60.0,15.0,0.7,2,6.6,75,79.9
5,5,6,2,150,10.2,2,65.0,60.0,15.0,0.0,2,4.3,150,106.8
3,4,3,3,100,11.5,3,82.6,55.0,25.0,2.1,3,4.0,100,75.4
12,2,6,3,50,4.1,3,78.4,65.0,25.0,3.1,1,5.8,50,74.2
13,3,4,3,100,5.3,2,81.1,65.0,10.0,1.2,2,4.9,100,110.5
1,1,2,1,75,5.6,1,90.2,75.0,10.0,0.3,4,2.0,75,85.4
8,1,6,3,150,3.4,3,57.0,75.0,25.0,5.0,1,0.7,150,166.2
12,4,8,3,150,8.3,2,75.8,65.0,20.0,4.7,1,2.4,150,137.1
7,5,9,2,100,1.5,1,47.4,65.0,10.0,3.0,2,3.0,100,107.4
8,5,1,1,25,10.5,3,57.0,70.0,25.0,5.4,2,6.0,25,43.8
5,3,2,3,50,1.1,1,92.6,50.0,20.0,0.9,4,3.9,50,58.6
14,5,5,2,50,0.8,1,69.1,65.0,20.0,1.5,5,1.2,50,58.0
5,1,10,4,150,3.8,1,65.9,60.0,10.0,1.3,3,6.5,150,131.5
11,4,6,4,100,1.8,3,92.8,55.0,15.0,0.1,2,7.9,100,107.3
4,3,7,5,25,2.5,3,93.1,45.0,25.0,2.4,2,1.1,25,44.5
4,5,5,3,25,11.5,1,61.3,60.0,20.0,0.5,4,1.0,25,34.5
5,1,4,4,50,2.3,3,88.7,75.0,10.0,2.4,2,6.3,50,102.4
9,5,3,3,100,0.6,3,76.0,65.0,20.0,3.9,1,3.3,100,125.0
14,2,8,4,25,5.2,3,44.4,45.0,15.0,3.1,3,7.3,25,37.6
1,2,10,3,100,9.2,1,40.8,65.0,10.0,8.3,2,4.3,100,99.9
12,2,7,3,50,3.0,1,69.8,65.0,15.0,2.5,3,7.6,50,78.4
11,3,10,3,150,5.3,1,70.4,45.0,15.0,0.5,5,4.9,150,86.5
12,3,10,4,100,7.2,2,64.2,60.0,25.0,3.4,3,7.6,100,102.1
2,3,3,3,75,10.8,3,70.5,50.0,20.0,1.8,2,2.4,75,64.9
2,3,7,2,75,8.7,3,47.9,60.0,10.0,2.5,2,5.0,75,74.0
6,2,3,4,150,7.5,1,63.5,45.0,25.0,0.0,2,0.5,150,92.9
8,4,3,1,100,4.5,2,57.8,45.0,10.0,0.5,3,6.1,100,63.3
15,3,8,5,50,6.3,2,76.5,65.0,20.0,3.3,4,4.4,50,78.6
9,4,1,5,50,3.0,1,91.8,60.0,25.0,1.5,3,2.1,50,79.8
10,4,8,2,100,4.9,3,66.4,50.0,10.0,0.2,3,2.7,100,72.2
15,2,3,4,25,2.2,3,66.4,45.0,20.0,1.8,4,2.0,25,33.2
1,4,6,2,75,3.2,3,51.5,75.0,20.0,0.2,4,2.4,75,92.8
5,1,5,5,150,5.1,1,89.9,75.0,20.0,1.0,1,4.5,150,192.3
6,5,10,5,25,3.7,2,58.6,50.0,15.0,2.9,3,5.4,25,41.9
5,2,3,5,75,8.2,1,93.1,70.0,15.0,1.9,3,3.5,75,115.2
2,4,2,1,50,6.0,3,67.1,70.0,25.0,0.2,3,6.1,50,63.9
9,2,7,3,100,8.0,1,81.8,75.0,25.0,0.9,2,5.2,100,121.9
6,2,6,1,150,4.4,3,40.5,50.0,20.0,1.6,3,2.7,150,86.7
9,4,2,4,150,10.6,2,50.2,50.0,15.0,7.3,3,1.0,150,96.9
1,5,7,1,25,11.1,2,46.8,75.0,10.0,0.1,3,5.2,25,47.7
8,4,5,3,100,8.0,3,75.1,75.0,10.0,0.4,1,7.4,100,132.1
10,3,10,5,25,11.2,1,41.9,70.0,20.0,2.5,3,5.9,25,53.5
8,4,2,3,100,0.6,1,67.7,70.0,10.0,0.1,5,3.2,100,110.7
13,3,4,4,50,7.5,3,88.0,65.0,25.0,0.2,2,3.7,50,78.6
13,4,1,5,75,1.8,1,42.1,65.0,10.0,2.6,2,5.0,75,114.2
7,1,7,4,75,5.0,3,49.4,75.0,15.0,1.4,3,1.2,75,106.4
2,4,4,4,25,10.4,2,84.6,65.0,20.0,0.4,4,7.9,25,51.0
10,4,1,5,50,7.0,1,88.1,50.0,15.0,1.2,2,3.1,50,63.7
11,1,10,5,25,9.4,1,72.6,75.0,25.0,1.3,1,1.4,25,66.3
13,1,6,5,100,2.4,2,77.8,60.0,10.0,2.1,3,5.3,100,116.2
12,3,2,5,25,5.8,1,51.2,65.0,25.0,1.0,2,4.4,25,58.5
5,5,1,5,100,11.2,1,42.3,60.0,10.0,1.8,4,4.7,100,90.3
9,3,5,1,25,1.5,1,90.3,70.0,20.0,2.2,3,5.0,25,50.9
3,2,3,3,75,1.8,3,68.5,45.0,15.0,1.2,2,8.0,75,66.0
10,2,6,3,25,0.7,2,79.6,70.0,10.0,1.8,3,7.9,25,56.0
14,5,6,2,50,5.3,1,41.7,50.0,10.0,1.3,5,4.4,50,46.4
2,1,5,2,75,11.1,1,84.6,75.0,25.0,2.0,2,6.7,75,99.1
6,5,9,2,25,9.1,1,45.9,55.0,25.0,2.7,4,4.4,25,36.8
13,2,3,1,50,8.9,1,61.9,65.0,25.0,0.4,3,3.7,50,59.3
2,5,6,2,150,10.5,1,44.7,75.0,15.0,0.7,3,6.4,150,135.3
6,2,8,1,150,9.8,1,67.1,60.0,20.0,1.8,4,2.3,150,86.0
1,3,8,4,75,7.9,3,87.4,50.0,10.0,0.9,3,7.2,75,76.2
10,3,10,4,25,3.3,1,77.9,70.0,25.0,0.4,3,6.5,25,59.3
7,2,2,4,50,2.8,1,41.7,65.0,25.0,1.5,3,4.3,50,78.0
2,2,4,1,100,2.4,3,76.1,75.0,10.0,0.6,2,4.7,100,114.0
6,2,3,1,100,6.2,2,87.0,55.0,25.0,0.5,2,2.5,100,77.5
3,5,10,3,150,0.6,1,50.5,45.0,15.0,0.3,3,3.9,150,95.4
8,3,5,1,150,11.8,3,65.8,75.0,25.0,2.8,3,2.0,150,113.0
3,1,10,4,75,5.2,2,67.6,70.0,15.0,2.4,3,7.3,75,110.2
9,1,3,3,75,4.3,3,90.1,70.0,10.0,1.5,3,3.4,75,101.5
11,3,6,4,75,9.0,2,45.4,60.0,25.0,0.4,1,6.5,75,93.3
8,4,5,4,50,8.5,3,68.2,60.0,10.0,0.4,3,1.9,50,66.1
11,4,7,4,150,9.4,3,81.7,70.0,20.0,6.8,2,2.4,150,142.5
13,3,3,2,25,1.0,3,71.2,65.0,25.0,0.6,2,5.6,25,49.0
14,5,8,1,100,3.8,1,41.3,70.0,25.0,0.8,5,5.9,100,92.2
9,2,9,4,150,7.5,2,74.5,50.0,10.0,5.2,3,4.8,150,109.9
5,5,6,3,100,1.6,1,67.2,55.0,20.0,1.1,4,1.5,100,84.4
10,2,6,1,75,3.6,1,59.2,55.0,10.0,0.7,3,1.2,75,62.3
11,5,4,2,75,10.7,2,94.4,55.0,20.0,0.1,5,6.8,75,65.5
2,1,9,5,150,8.8,1,72.5,70.0,15.0,0.6,3,7.1,150,152.7
11,3,4,1,25,8.0,3,46.2,50.0,25.0,3.1,2,1.1,25,29.7
10,1,6,2,25,2.7,3,85.7,70.0,10.0,0.3,2,4.3,25,57.2
10,4,7,2,150,9.4,3,53.6,55.0,20.0,0.8,4,2.7,150,89.6
1,3,9,1,50,1.0,3,90.2,55.0,10.0,0.9,3,7.6,50,56.4
9,3,6,1,100,6.1,3,77.8,55.0,20.0,1.2,3,1.8,100,75.8
6,1,5,4,150,7.4,1,78.6,60.0,10.0,0.1,3,7.2,150,133.1
14,5,7,5,50,7.2,1,94.1,45.0,10.0,9.9,3,4.7,50,59.4
4,2,5,2,100,2.7,1,76.4,70.0,10.0,0.5,3,5.7,100,109.3
14,2,7,4,150,1.0,1,70.9,50.0,10.0,0.2,4,7.2,150,112.6
6,3,8,4,150,3.4,1,85.4,55.0,10.0,6.9,1,5.5,150,132.4
10,4,1,1,75,8.8,1,68.2,75.0,25.0,0.9,3,7.1,75,81.3
7,4,6,3,150,11.8,3,44.3,50.0,10.0,1.8,3,1.7,150,93.5
4,5,6,4,75,7.1,1,67.2,50.0,20.0,4.7,2,4.4,75,75.6
2,4,1,5,50,1.0,3,48.8,75.0,20.0,1.1,1,5.7,50,108.5
10,5,2,1,100,4.2,3,91.7,55.0,15.0,0.1,3,7.2,100,82.9
12,2,5,1,25,8.9,2,91.3,65.0,10.0,2.8,3,3.8,25,43.6
7,3,3,4,100,5.9,2,42.4,65.0,20.0,0.8,3,6.7,100,116.0
3,1,3,3,50,4.1,2,75.5,65.0,10.0,0.2,3,5.7,50,76.8
8,1,5,3,100,0.6,2,89.0,45.0,20.0,0.6,4,1.7,100,74.3
1,4,6,2,50,2.3,2,42.8,50.0,15.0,0.5,3,1.6,50,50.2
6,4,6,5,50,5.6,2,80.6,45.0,15.0,0.5,3,4.2,50,57.8
14,2,8,3,150,11.0,3,83.3,70.0,15.0,1.0,3,6.7,150,134.3
13,5,7,3,75,11.8,1,78.9,70.0,15.0,0.3,5,3.7,75,76.7
14,3,9,5,150,4.9,3,84.2,70.0,10.0,0.1,3,1.7,150,157.9
11,5,7,2,75,9.7,2,41.0,55.0,25.0,0.0,3,4.3,75,66.2
10,2,7,2,150,5.3,3,69.2,75.0,10.0,0.3,2,1.7,150,140.2
5,2,10,5,100,11.1,3,84.9,65.0,10.0,0.4,2,0.8,100,110.6
6,1,10,5,100,3.0,2,83.0,55.0,15.0,1.8,3,1.7,100,106.4
15,4,7,4,50,4.2,1,41.3,45.0,15.0,2.6,3,3.9,50,49.1
2,3,1,2,25,1.8,3,61.6,50.0,15.0,0.8,3,2.2,25,36.2
8,1,7,5,100,8.7,3,90.1,70.0,15.0,5.1,5,7.0,100,122.2
8,5,2,1,25,3.5,2,66.4,65.0,15.0,0.4,2,1.8,25,45.8
13,2,2,5,150,11.6,1,71.6,60.0,25.0,0.2,4,4.0,150,120.2
14,5,6,3,50,8.9,3,41.0,75.0,20.0,1.5,1,0.7,50,83.7
15,2,6,5,25,11.2,1,75.6,50.0,20.0,2.3,3,7.9,25,43.3
3,2,1,1,25,7.1,1,40.1,45.0,25.0,1.6,4,3.2,25,24.2
8,2,1,3,50,2.5,3,77.5,75.0,20.0,1.1,2,0.8,50,88.7
12,3,4,1,150,5.0,2,63.7,45.0,25.0,0.2,3,5.4,150,78.6
2,5,9,4,100,11.1,1,58.0,55.0,25.0,0.4,4,7.8,100,85.8
2,1,4,1,50,4.0,3,74.4,60.0,15.0,1.1,2,6.7,50,63.6
10,5,7,4,25,5.8,2,59.4,65.0,15.0,3.0,3,8.0,25,52.5
13,4,3,2,50,6.7,1,76.4,75.0,20.0,1.9,3,7.4,50,76.0
3,2,4,2,150,8.3,1,84.8,45.0,25.0,1.5,1,0.8,150,89.0
9,2,5,4,150,1.4,3,58.3,70.0,10.0,2.8,3,7.5,150,167.0
9,5,5,5,150,2.5,2,68.4,55.0,15.0,0.4,3,1.2,150,129.9
9,4,10,3,25,8.9,2,63.3,50.0,15.0,0.7,5,0.9,25,32.1
4,5,8,2,75,8.8,1,79.5,45.0,15.0,2.7,1,0.7,75,58.2
15,3,5,2,25,4.5,3,86.5,70.0,25.0,0.3,1,3.0,25,51.7
2,4,1,4,75,10.9,1,87.8,45.0,10.0,1.5,2,4.8,75,71.5
2,1,9,4,100,7.0,3,52.5,75.0,25.0,0.5,2,4.0,100,134.2
13,1,8,4,150,3.8,3,63.5,60.0,15.0,3.7,3,4.8,150,134.1
14,2,3,2,100,9.7,3,80.8,65.0,20.0,1.6,2,4.9,100,94.7
2,4,5,5,50,1.8,1,56.7,50.0,20.0,1.3,4,7.5,50,72.4
9,5,7,4,50,6.1,1,61.6,75.0,20.0,0.2,3,5.5,50,90.2
6,3,7,1,75,4.2,2,66.7,70.0,25.0,2.7,2,5.8,75,88.5
9,5,8,4,50,2.5,2,81.3,55.0,20.0,0.6,5,3.3,50,62.6
14,3,2,3,75,5.3,2,63.6,70.0,15.0,1.4,4,7.5,75,99.0
12,2,9,5,100,8.0,2,54.9,65.0,10.0,5.6,3,7.5,100,122.4
13,5,1,4,25,3.1,2,74.3,55.0,20.0,0.2,3,0.7,25,42.0
3,4,9,5,100,8.5,3,62.5,60.0,15.0,0.6,2,6.7,100,114.3
2,4,7,5,50,3.1,3,64.9,70.0,25.0,2.1,3,7.2,50,96.3
3,5,5,2,100,11.8,3,68.8,50.0,20.0,1.3,2,7.3,100,76.0
6,1,2,4,75,1.7,3,48.9,60.0,25.0,2.8,4,3.4,75,89.8
10,1,1,1,100,2.4,3,74.0,65.0,20.0,0.6,4,2.2,100,86.5
3,2,1,1,150,0.9,3,41.3,45.0,15.0,0.4,3,6.1,150,79.4
11,5,8,4,75,11.9,3,75.4,55.0,20.0,3.0,2,6.8,75,76.2
8,1,7,4,25,1.0,1,46.6,60.0,15.0,1.3,3,0.7,25,48.6
6,5,4,4,50,6.5,1,86.5,65.0,15.0,0.3,3,4.2,50,84.4
12,3,1,1,25,5.7,1,73.9,60.0,20.0,0.7,5,1.4,25,31.0
4,1,2,1,50,0.7,1,68.2,70.0,15.0,0.3,1,6.2,50,82.7
8,2,3,2,100,3.4,2,75.2,60.0,20.0,2.8,4,1.8,100,82.1
9,5,2,5,25,0.7,1,91.1,65.0,10.0,2.2,2,2.3,25,59.8
4,3,10,5,100,2.9,3,75.5,75.0,25.0,1.0,3,6.9,100,147.8
15,2,7,5,150,4.1,1,78.8,75.0,20.0,0.5,2,7.1,150,191.2
2,1,1,3,50,2.7,1,58.2,55.0,20.0,1.0,4,4.9,50,62.5
3,5,2,1,25,3.7,2,51.8,60.0,20.0,0.6,2,7.8,25,43.8
13,1,2,2,150,3.4,1,83.6,50.0,25.0,1.6,2,7.2,150,103.1
14,3,7,3,25,8.3,3,68.3,65.0,10.0,3.9,1,7.7,25,56.2
11,2,3,5,50,1.5,3,42.3,55.0,25.0,0.1,3,6.5,50,73.8
10,2,7,1,50,10.0,1,94.5,65.0,15.0,0.2,3,1.6,50,56.7
13,4,6,2,150,11.8,1,59.7,70.0,15.0,2.8,5,6.7,150,108.7
3,2,2,5,25,10.9,3,90.0,50.0,25.0,5.6,2,7.7,25,44.9
11,2,8,4,150,8.6,3,63.3,65.0,10.0,0.4,3,6.4,150,136.4
12,2,10,1,25,6.2,1,56.0,60.0,15.0,0.7,3,0.8,25,34.4
10,1,9,2,100,10.9,2,88.0,70.0,15.0,0.0,3,4.5,100,94.4
1,4,8,1,100,4.1,1,83.2,50.0,25.0,0.2,3,7.1,100,75.5
14,4,6,4,150,4.7,1,70.5,75.0,20.0,0.2,3,5.2,150,164.0
2,5,4,2,75,9.4,1,87.0,50.0,25.0,0.9,3,0.6,75,57.6
5,4,7,5,25,9.8,1,70.0,60.0,15.0,2.1,3,5.4,25,49.5
8,1,6,4,25,2.3,3,75.5,55.0,20.0,2.6,3,0.8,25,45.0
7,4,1,4,100,11.3,1,78.4,50.0,20.0,0.8,3,1.9,100,75.8
6,3,4,2,150,9.5,2,59.0,55.0,20.0,2.8,3,2.7,150,97.2
11,2,4,5,50,9.2,2,93.5,70.0,20.0,0.4,3,7.6,50,92.3
15,1,6,2,100,11.5,1,88.4,50.0,15.0,0.5,2,1.6,100,67.8
15,5,5,5,25,0.7,2,78.3,75.0,25.0,0.7,4,4.4,25,66.6
2,1,3,3,75,11.0,2,42.8,55.0,25.0,0.7,2,5.7,75,72.2
14,1,8,2,50,9.9,1,57.7,50.0,20.0,0.0,2,1.5,50,50.2
14,3,10,2,150,5.8,3,41.9,45.0,25.0,0.0,4,2.9,150,76.8
9,5,8,1,50,2.4,1,64.3,75.0,10.0,1.0,3,4.6,50,76.9
12,5,10,4,75,10.5,3,47.0,70.0,15.0,3.0,3,5.9,75,100.0
2,4,6,4,150,4.3,3,92.8,75.0,10.0,2.6,4,1.0,150,156.7
1,4,9,1,50,5.2,3,74.3,45.0,15.0,0.4,3,4.6,50,39.6
11,4,7,3,50,0.7,3,93.4,60.0,25.0,4.8,1,2.2,50,77.6
13,1,9,4,25,6.8,1,91.1,50.0,15.0,2.8,2,3.2,25,42.6
1,4,7,1,50,6.9,1,66.2,60.0,10.0,0.6,2,7.1,50,59.0
14,4,3,5,75,7.9,1,87.3,55.0,15.0,1.2,3,1.2,75,78.6
2,1,1,5,50,5.1,2,63.0,75.0,15.0,0.0,3,5.5,50,95.9
15,3,9,5,150,5.0,1,91.1,60.0,25.0,0.2,2,3.2,150,150.7
4,2,1,4,50,7.2,3,80.8,65.0,25.0,0.7,3,7.7,50,74.0
9,3,9,4,75,7.1,1,66.7,45.0,25.0,1.1,2,5.7,75,62.8
11,5,2,3,50,10.2,3,67.3,75.0,25.0,0.3,3,2.6,50,70.4
13,2,10,2,50,8.9,2,64.4,65.0,20.0,0.2,1,2.3,50,66.1
9,3,8,5,25,2.6,3,81.2,60.0,20.0,1.8,3,7.6,25,56.7
6,1,9,3,150,3.3,2,90.9,70.0,15.0,0.9,1,6.5,150,168.9
10,2,2,3,150,9.8,3,80.0,45.0,25.0,0.3,3,1.7,150,79.4
7,5,3,2,75,8.1,2,70.5,55.0,10.0,4.2,4,7.8,75,68.4
1,2,4,2,50,8.5,2,49.1,55.0,25.0,1.1,5,4.6,50,45.2
5,2,7,3,50,4.7,3,66.5,55.0,25.0,0.4,2,1.7,50,60.3
8,5,8,3,100,10.1,1,68.4,70.0,15.0,1.4,3,5.4,100,107.9
1,1,10,5,150,9.1,1,42.5,70.0,25.0,4.1,5,6.0,150,137.7
1,1,5,1,50,3.1,1,67.3,65.0,10.0,0.0,4,2.5,50,56.3
15,5,4,5,100,2.8,3,57.2,65.0,20.0,0.6,3,5.5,100,122.9
11,5,10,5,25,4.4,1,78.9,45.0,10.0,0.3,3,2.4,25,40.0
12,5,1,2,150,10.1,3,91.8,75.0,20.0,0.1,2,3.3,150,141.0
5,3,10,1,75,3.4,1,78.8,55.0,25.0,3.3,4,2.0,75,64.7
4,2,2,4,50,5.2,2,84.9,50.0,15.0,1.1,3,1.9,50,58.4
14,1,7,5,100,0.9,1,83.9,45.0,20.0,1.2,1,1.5,100,96.2
7,2,2,2,50,6.2,2,74.4,65.0,25.0,0.5,2,6.2,50,77.2
6,2,8,1,100,1.7,1,63.8,75.0,10.0,0.3,2,5.3,100,115.8
8,2,10,2,25,11.9,2,90.1,65.0,20.0,0.9,3,1.3,25,40.1
13,3,4,4,75,8.5,3,75.5,45.0,15.0,2.0,2,1.8,75,66.1
2,3,6,4,25,4.0,2,51.9,55.0,20.0,0.6,3,4.9,25,47.0
6,4,5,1,100,7.9,1,86.3,55.0,20.0,0.0,3,2.0,100,74.7
15,2,3,4,100,1.7,3,44.5,60.0,15.0,0.9,5,5.6,100,100.5
4,1,2,3,50,9.8,3,88.0,65.0,25.0,0.7,2,6.3,50,72.8
13,2,5,4,50,6.0,1,74.2,70.0,10.0,0.6,3,3.0,50,79.5
3,2,9,4,100,0.9,3,87.2,55.0,10.0,1.8,3,6.9,100,106.5
2,5,3,5,100,10.8,3,89.0,50.0,15.0,1.3,3,2.0,100,86.2
3,1,8,4,50,5.7,2,88.6,60.0,25.0,1.8,2,6.2,50,76.9
5,4,10,4,75,7.1,1,77.3,65.0,20.0,1.4,4,4.1,75,87.5
15,3,5,3,75,6.6,1,72.5,75.0,20.0,0.1,5,5.3,75,94.3
3,3,2,1,75,6.4,1,88.2,45.0,20.0,0.9,4,4.4,75,50.8
13,2,7,4,100,1.3,3,65.3,50.0,25.0,0.2,3,6.7,100,93.7
3,4,1,3,150,5.3,2,45.2,70.0,15.0,1.5,3,1.0,150,133.8
9,2,7,1,25,1.0,1,82.5,45.0,15.0,2.1,3,7.0,25,30.8
15,2,10,4,25,11.3,1,60.5,45.0,20.0,0.4,2,5.9,25,35.9
2,1,5,5,50,6.6,1,90.1,55.0,15.0,0.1,3,4.5,50,69.2
4,3,9,5,75,1.2,3,58.1,70.0,25.0,1.4,4,3.4,75,110.7
